calculatedMeasurements_id,value,trait_id,standard_id,method_id,geno_id,filter_id,location_id,dataset_id
46,-6.53882860808262,52,93,28,59,2,1,6
47,-3.39322652640655,21,93,26,59,2,1,6
48,22.9907988240741,51,77,21,59,2,1,6
49,3.29558962051225,50,83,21,59,2,1,6
50,-4.03679379872947,47,93,19,59,3,1,6
51,-6.69670084631926,52,93,28,59,3,1,6
52,-5.74271106848956,21,93,26,59,3,1,6
53,22.7163560747664,51,77,21,59,3,1,6
54,2.93807941868224,50,83,21,59,3,1,6
55,-4.29638749561514,47,93,19,59,2,1,6
56,-6.10690893382937,52,93,28,59,2,1,6
57,-2.137565428567,21,93,26,59,2,1,6
58,31.1577419444444,51,77,21,59,2,1,6
59,4.4226564583172,50,83,21,59,2,1,6
60,-3.80590696893571,47,93,19,59,3,1,6
61,-9.11784399621385,52,93,28,59,3,1,6
62,-7.27178548330001,21,93,26,59,3,1,6
63,34.0545977570093,51,77,21,59,3,1,6
64,1.91211740359909,50,83,21,59,3,1,6
65,-3.80169082691282,47,93,19,59,2,1,6
66,-6.53882860808262,52,93,28,59,2,1,6
67,-4.261853978591,21,93,26,59,2,1,6
68,27.4577263551402,51,77,21,59,2,1,6
69,3.5514089679232,50,83,21,59,2,1,6
70,-4.00904301201086,47,93,19,59,3,1,6
71,-6.69670084631926,52,93,28,59,3,1,6
72,-5.57129638485234,21,93,26,59,3,1,6
73,18.1373289259259,51,77,21,59,3,1,6
74,3.16331563301523,50,83,21,59,3,1,6
75,-3.01501827882732,47,93,19,59,2,1,6
76,-12.9449436703876,52,93,28,59,2,1,6
77,-8.93426306924474,21,93,26,59,2,1,6
78,16.6239327943925,51,77,21,59,2,1,6
79,2.94060145965164,50,83,21,59,2,1,6
80,-3.74567700356505,47,93,19,59,3,1,6
81,-6.69670084631926,52,93,28,59,3,1,6
82,-5.43556290128155,21,93,26,59,3,1,6
83,28.1039940740741,51,77,21,59,3,1,6
84,2.29638886026906,50,83,21,59,3,1,6
85,-3.9300694532813,47,93,19,59,3,1,6
86,-12.9449436703876,52,93,28,59,3,1,6
87,-4.90168706768881,21,93,26,59,3,1,6
88,26.6838397196262,51,77,21,59,3,1,6
89,1.00896591385813,50,83,21,59,3,1,6
90,-2.43050212684743,47,93,19,28,2,1,6
91,-6.10690893382937,52,93,28,28,2,1,6
92,-2.74367740444925,21,93,26,28,2,1,6
93,25.8460256851852,51,77,21,28,2,1,6
94,4.04047817946902,50,83,21,28,2,1,6
95,-2.69577826942619,47,93,19,28,3,1,6
96,-10.1149026804458,52,93,28,28,3,1,6
97,-5.39426767322622,21,93,26,28,3,1,6
98,18.2734182037037,51,77,21,28,3,1,6
99,2.49483096980034,50,83,21,28,3,1,6
100,-4.09186410683566,47,93,19,28,3,1,6
101,-5.84931618511091,52,93,28,28,3,1,6
102,-4.96443984198691,21,93,26,28,3,1,6
103,18.5561686915888,51,77,21,28,3,1,6
104,1.94148109960941,50,83,21,28,3,1,6
105,-2.85628039557801,47,93,19,28,2,1,6
106,-1.82614340445377,52,93,28,28,2,1,6
107,-1.58595495699136,21,93,26,28,2,1,6
108,20.6350806481482,51,77,21,28,2,1,6
109,2.56701446184465,50,83,21,28,2,1,6
110,-2.36749419146157,47,93,19,28,3,1,6
111,-5.19224856608286,52,93,28,28,3,1,6
112,-3.88540446375634,21,93,26,28,3,1,6
113,32.9068078504673,51,77,21,28,3,1,6
114,1.70785369572508,50,83,21,28,3,1,6
115,-2.01295737151684,47,93,19,28,2,1,6
116,-5.7284981565774,52,93,28,28,2,1,6
117,-3.69299072530993,21,93,26,28,2,1,6
118,40.4532542990654,51,77,21,28,2,1,6
119,4.3612175211884,50,83,21,28,2,1,6
120,-3.23434176334767,47,93,19,28,2,1,6
121,-5.21801660358587,52,93,28,28,2,1,6
122,-2.94214294425812,21,93,26,28,2,1,6
123,29.7380678703704,51,77,21,28,2,1,6
124,3.27605027456945,50,83,21,28,2,1,6
125,-2.65224473405772,47,93,19,28,3,1,6
126,-5.19224856608286,52,93,28,28,3,1,6
127,-2.83091045610666,21,93,26,28,3,1,6
128,29.9375396296296,51,77,21,28,3,1,6
129,1.29293358732841,50,83,21,28,3,1,6
130,-2.45087999920681,47,93,19,28,3,1,6
131,-4.23967193014263,52,93,28,28,3,1,6
132,-3.72558692215226,21,93,26,28,3,1,6
133,38.9785904629629,51,77,21,28,3,1,6
134,1.24306137348474,50,83,21,28,3,1,6
135,-4.47157567501203,47,93,19,28,2,1,6
136,-5.61817842140385,52,93,28,28,2,1,6
137,-3.1702410632289,21,93,26,28,2,1,6
138,30.5833140186916,51,77,21,28,2,1,6
139,2.75296272778886,50,83,21,28,2,1,6
140,-3.72182180509405,47,93,19,28,3,1,6
141,-5.84931618511091,52,93,28,28,3,1,6
142,-4.28180989492943,21,93,26,28,3,1,6
143,25.7771202777778,51,77,21,28,3,1,6
144,1.09079150498814,50,83,21,28,3,1,6
145,-1.57285523798247,47,93,19,28,2,1,6
146,-5.7284981565774,52,93,28,28,2,1,6
147,-3.47590500453978,21,93,26,28,2,1,6
148,30.0707931481482,51,77,21,28,2,1,6
149,0.79152115079297,50,83,21,28,2,1,6
150,-2.49164282958657,47,93,19,28,3,1,6
151,-6.69670084631926,52,93,28,28,3,1,6
152,-5.80139778295894,21,93,26,28,3,1,6
153,10.2747132897196,51,77,21,28,3,1,6
154,1.19023560659664,50,83,21,28,3,1,6
155,-2.39896684229222,47,93,19,28,2,1,6
156,-6.53882860808262,52,93,28,28,2,1,6
157,-4.55152765441342,21,93,26,28,2,1,6
158,30.6636931775701,51,77,21,28,2,1,6
159,0.923292973525639,50,83,21,28,2,1,6
160,-2.0384933631321,47,93,19,13,3,1,6
161,-3.14223283673708,52,93,28,13,3,1,6
162,-4.68512058557669,21,93,26,13,3,1,6
163,24.5669296261682,51,77,21,13,3,1,6
164,2.28590257467491,50,83,21,13,3,1,6
165,-5.87792794643207,47,93,19,13,2,1,6
166,-5.39423532744041,52,93,28,13,2,1,6
167,-3.30851001192149,21,93,26,13,2,1,6
168,43.7095966666666,51,77,21,13,2,1,6
169,3.6209361816549,50,83,21,13,2,1,6
170,-4.07280629671064,47,93,19,13,2,1,6
171,-5.7284981565774,52,93,28,13,2,1,6
172,-3.75742746887704,21,93,26,13,2,1,6
173,37.1970983333333,51,77,21,13,2,1,6
174,5.81553660897014,50,83,21,13,2,1,6
175,-2.4800881639246,47,93,19,13,3,1,6
176,-5.1012327449482,52,93,28,13,3,1,6
177,-6.69845191819505,21,93,26,13,3,1,6
178,35.0051912962963,51,77,21,13,3,1,6
179,4.26888409936744,50,83,21,13,3,1,6
180,-2.98412480759594,47,93,19,13,3,1,6
181,-3.85322720116024,52,93,28,13,3,1,6
182,-7.66507801572662,21,93,26,13,3,1,6
183,35.7043978703704,51,77,21,13,3,1,6
184,4.06604377139933,50,83,21,13,3,1,6
185,-3.29029224536188,47,93,19,58,2,1,6
186,-6.635898608098,52,93,28,58,2,1,6
187,-4.26634098848437,21,93,26,58,2,1,6
188,22.9737430373832,51,77,21,58,2,1,6
189,3.51751396012059,50,83,21,58,2,1,6
190,-4.7515268222143,47,93,19,13,2,1,6
191,-5.39423532744041,52,93,28,13,2,1,6
192,-3.15796150466059,21,93,26,13,2,1,6
193,53.5022273831776,51,77,21,13,2,1,6
194,4.33549908967041,50,83,21,13,2,1,6
195,-3.48671879171497,47,93,19,13,2,1,6
196,-6.61941387363437,52,93,28,13,2,1,6
197,-3.3306072835656,21,93,26,13,2,1,6
198,36.8155237383178,51,77,21,13,2,1,6
199,5.77813311225521,50,83,21,13,2,1,6
200,-2.55521781035613,47,93,19,13,3,1,6
201,-3.32468185109636,52,93,28,13,3,1,6
202,-3.35481344486761,21,93,26,13,3,1,6
203,43.8584875925926,51,77,21,13,3,1,6
204,2.61423472190677,50,83,21,13,3,1,6
205,-2.2361842892475,47,93,19,13,3,1,6
206,-3.32468185109636,52,93,28,13,3,1,6
207,-4.86489960523042,21,93,26,13,3,1,6
208,33.3967993518518,51,77,21,13,3,1,6
209,1.98093228973267,50,83,21,13,3,1,6
210,-2.54286085469257,47,93,19,13,3,1,6
211,-2.18863314488896,52,93,28,13,3,1,6
212,-6.47723286872737,21,93,26,13,3,1,6
213,35.7878547663551,51,77,21,13,3,1,6
214,1.60687144113125,50,83,21,13,3,1,6
215,-2.19193219287248,47,93,19,13,2,1,6
216,-1.63045929881103,52,93,28,13,2,1,6
217,-6.84853759610105,21,93,26,13,2,1,6
218,47.9144443518519,51,77,21,13,2,1,6
219,6.50087339454574,50,83,21,13,2,1,6
220,-1.6654757116717,47,93,19,13,3,1,6
221,-1.63045929881103,52,93,28,13,3,1,6
222,-6.90841687798742,21,93,26,13,3,1,6
223,34.3112222429906,51,77,21,13,3,1,6
224,4.35331549759693,50,83,21,13,3,1,6
225,-7.02606055434397,47,93,19,13,3,1,6
226,-1.70184111498723,52,93,28,13,3,1,6
227,-10.1784073157513,21,93,26,13,3,1,6
228,33.9064631775701,51,77,21,13,3,1,6
229,4.98830825539778,50,83,21,13,3,1,6
230,-3.86597506695247,47,93,19,13,2,1,6
231,-5.39423532744041,52,93,28,13,2,1,6
232,-5.81846495105114,21,93,26,13,2,1,6
233,50.0910629906542,51,77,21,13,2,1,6
234,4.14423458655264,50,83,21,13,2,1,6
235,-2.99326267254248,47,93,19,58,3,1,6
236,-9.11784399621385,52,93,28,58,3,1,6
237,-5.26379329597204,21,93,26,58,3,1,6
238,27.7653852336449,51,77,21,58,3,1,6
239,1.29443836914986,50,83,21,58,3,1,6
240,-1.79564350173914,47,93,19,58,2,1,6
241,-5.7284981565774,52,93,28,58,2,1,6
242,-2.56448170353953,21,93,26,58,2,1,6
243,31.3255280373832,51,77,21,58,2,1,6
244,1.41870111184634,50,83,21,58,2,1,6
245,-4.07385413496339,47,93,19,58,3,1,6
246,-7.83103590591346,52,93,28,58,3,1,6
247,-5.53986258170001,21,93,26,58,3,1,6
248,17.1687730555556,51,77,21,58,3,1,6
249,1.47911144275135,50,83,21,58,3,1,6
250,-13.3219927544381,47,93,19,10,3,1,6
251,-17.9664643992362,52,93,28,10,3,1,6
252,-4.0161768513848,21,93,26,10,3,1,6
253,13.9577989719626,51,77,21,10,3,1,6
254,1.0579730328782,50,83,21,10,3,1,6
255,-4.18906207677136,47,93,19,27,2,1,6
256,-4.2992922018613,52,93,28,27,2,1,6
257,-2.38837551548545,21,93,26,27,2,1,6
258,43.0708516666667,51,77,21,27,2,1,6
259,2.76530888041365,50,83,21,27,2,1,6
260,-2.64245985525789,47,93,19,58,3,1,6
261,-10.1149026804458,52,93,28,58,3,1,6
262,-6.76050799867622,21,93,26,58,3,1,6
263,16.7986134859813,51,77,21,58,3,1,6
264,3.03467726792121,50,83,21,58,3,1,6
265,-1.85767520605713,47,93,19,27,2,1,6
266,-3.10155260987376,52,93,28,27,2,1,6
267,-3.32349979932929,21,93,26,27,2,1,6
268,27.0209704672897,51,77,21,27,2,1,6
269,3.76580872857075,50,83,21,27,2,1,6
270,-3.87751974429577,47,93,19,59,3,1,6
271,-5.84931618511091,52,93,28,59,3,1,6
272,-6.78499225220142,21,93,26,59,3,1,6
273,32.9663725233645,51,77,21,59,3,1,6
274,1.44567668656421,50,83,21,59,3,1,6
275,-4.36254592460498,47,93,19,13,2,1,6
276,-6.23490459979845,52,93,28,13,2,1,6
277,-4.26507859421714,21,93,26,13,2,1,6
278,55.8145358878505,51,77,21,13,2,1,6
279,4.9747532748615,50,83,21,13,2,1,6
280,-2.04856577796506,47,93,19,58,2,1,6
281,-2.90648742401859,52,93,28,58,2,1,6
282,-3.21854165108875,21,93,26,58,2,1,6
283,22.6011539444445,51,77,21,58,2,1,6
284,3.73100892611095,50,83,21,58,2,1,6
285,-3.94962334117651,47,93,19,58,2,1,6
286,-6.10690893382937,52,93,28,58,2,1,6
287,-4.80158811678011,21,93,26,58,2,1,6
288,28.3828363551402,51,77,21,58,2,1,6
289,3.75221868975401,50,83,21,58,2,1,6
290,-3.22451721165792,47,93,19,58,3,1,6
291,-12.9449436703876,52,93,28,58,3,1,6
292,-6.41959574084008,21,93,26,58,3,1,6
293,18.9706659813084,51,77,21,58,3,1,6
294,2.24263485829488,50,83,21,58,3,1,6
295,-2.31774155458724,47,93,19,58,2,1,6
296,-3.88342519419189,52,93,28,58,2,1,6
297,-4.2023021361266,21,93,26,58,2,1,6
298,18.0028112523364,51,77,21,58,2,1,6
299,2.69471902912586,50,83,21,58,2,1,6
300,-1.92609632540648,47,93,19,58,2,1,6
301,-8.10362822891343,52,93,28,58,2,1,6
302,-3.83943005872089,21,93,26,58,2,1,6
303,19.3837312407407,51,77,21,58,2,1,6
304,3.37505845636343,50,83,21,58,2,1,6
305,-4.79654679510267,47,93,19,58,3,1,6
306,-12.9449436703876,52,93,28,58,3,1,6
307,-7.02910415265412,21,93,26,58,3,1,6
308,21.1647271276596,51,77,21,58,3,1,6
309,2.01887723945017,50,83,21,58,3,1,6
310,-3.26128644377,47,93,19,10,2,1,6
311,-1.96446224782616,52,93,28,10,2,1,6
312,-3.1817794343199,21,93,26,10,2,1,6
313,38.0459091666667,51,77,21,10,2,1,6
314,5.44246998472163,50,83,21,10,2,1,6
315,-5.7451377413563,47,93,19,10,3,1,6
316,-6.69670084631926,52,93,28,10,3,1,6
317,-6.01411060830028,21,93,26,10,3,1,6
318,22.4182184259259,51,77,21,10,3,1,6
319,2.70574608777627,50,83,21,10,3,1,6
320,-9.61192978244417,47,93,19,10,3,1,6
321,-6.69670084631926,52,93,28,10,3,1,6
322,-5.92018451429486,21,93,26,10,3,1,6
323,16.099304682243,51,77,21,10,3,1,6
324,2.69157143880942,50,83,21,10,3,1,6
325,-2.81219986047953,47,93,19,10,2,1,6
326,-1.2991332414233,52,93,28,10,2,1,6
327,-4.42357739518449,21,93,26,10,2,1,6
328,31.6919689814815,51,77,21,10,2,1,6
329,4.5141863532192,50,83,21,10,2,1,6
330,-3.09187267925102,47,93,19,10,2,1,6
331,-2.90648742401859,52,93,28,10,2,1,6
332,-2.60623239471744,21,93,26,10,2,1,6
333,33.9700846296296,51,77,21,10,2,1,6
334,4.2943847913023,50,83,21,10,2,1,6
335,-5.33222388807902,47,93,19,10,3,1,6
336,-2.83583421369265,52,93,28,10,3,1,6
337,14.7988579074074,51,77,21,10,3,1,6
338,2.37094407381675,50,83,21,10,3,1,6
339,-4.91419752754451,47,93,19,10,3,1,6
340,-2.83583421369265,52,93,28,10,3,1,6
341,-7.43168049726561,21,93,26,10,3,1,6
342,17.8722367407407,51,77,21,10,3,1,6
343,2.29678646044797,50,83,21,10,3,1,6
344,-4.71064466513884,47,93,19,10,2,1,6
345,-3.32468185109636,52,93,28,10,2,1,6
346,-5.38590216751917,21,93,26,10,2,1,6
347,41.3622789814815,51,77,21,10,2,1,6
348,5.50418889629845,50,83,21,10,2,1,6
349,-2.9407690265272,47,93,19,10,2,1,6
350,-2.90648742401859,52,93,28,10,2,1,6
351,-3.96279643974267,21,93,26,10,2,1,6
352,47.9301841666667,51,77,21,10,2,1,6
353,2.64144396802254,50,83,21,10,2,1,6
354,-4.37253451628791,47,93,19,10,3,1,6
355,-4.6678669053366,52,93,28,10,3,1,6
356,-3.99260680969902,21,93,26,10,3,1,6
357,31.2711406542056,51,77,21,10,3,1,6
358,1.42013662543021,50,83,21,10,3,1,6
359,-4.15587251813799,47,93,19,10,3,1,6
360,-2.4705529333511,52,93,28,10,3,1,6
361,-5.10623631810607,21,93,26,10,3,1,6
362,22.7523737383178,51,77,21,10,3,1,6
363,1.30665096228322,50,83,21,10,3,1,6
364,-3.17839100558504,47,93,19,10,2,1,6
365,-3.10155260987376,52,93,28,10,2,1,6
366,-4.2210980918143,21,93,26,10,2,1,6
367,45.7619005607477,51,77,21,10,2,1,6
368,4.88666865901353,50,83,21,10,2,1,6
369,-3.17715375348345,47,93,19,10,2,1,6
370,-3.88342519419189,52,93,28,10,2,1,6
371,-4.83355866118169,21,93,26,10,2,1,6
372,28.7464673611111,51,77,21,10,2,1,6
373,4.58345802380558,50,83,21,10,2,1,6
374,-4.19088057366465,47,93,19,27,3,1,6
375,-12.9449436703876,52,93,28,27,3,1,6
376,-5.39649648518878,21,93,26,27,3,1,6
377,18.8837753703704,51,77,21,27,3,1,6
378,2.76422182079071,50,83,21,27,3,1,6
379,-4.73555591611193,47,93,19,27,3,1,6
380,-7.83103590591346,52,93,28,27,3,1,6
381,-5.9013588809341,21,93,26,27,3,1,6
382,20.8471162616822,51,77,21,27,3,1,6
383,2.65221425395248,50,83,21,27,3,1,6
384,-8.1997761277083,47,93,19,27,3,1,6
385,-6.69670084631926,52,93,28,27,3,1,6
386,-3.53922912452296,21,93,26,27,3,1,6
387,24.6976813084112,51,77,21,27,3,1,6
388,2.874345147825,50,83,21,27,3,1,6
389,-4.30115234192102,47,93,19,27,3,1,6
390,-6.69670084631926,52,93,28,27,3,1,6
391,-3.79642808082044,21,93,26,27,3,1,6
392,19.1960971296296,51,77,21,27,3,1,6
393,2.09123872264068,50,83,21,27,3,1,6
394,-2.81789584955361,47,93,19,27,2,1,6
395,-6.10690893382937,52,93,28,27,2,1,6
396,-3.6504277110265,21,93,26,27,2,1,6
397,36.1590146728972,51,77,21,27,2,1,6
398,5.20826673623021,50,83,21,27,2,1,6
399,-1.64592609562171,47,93,19,27,3,1,6
400,-5.19224856608286,52,93,28,27,3,1,6
401,-2.8114213609953,21,93,26,27,3,1,6
402,19.7495061869159,51,77,21,27,3,1,6
403,2.73467583097718,50,83,21,27,3,1,6
404,-2.68503256294929,47,93,19,27,3,1,6
405,-5.84931618511091,52,93,28,27,3,1,6
406,-3.50151275938824,21,93,26,27,3,1,6
407,15.5079121388889,51,77,21,27,3,1,6
408,2.36440518926163,50,83,21,27,3,1,6
409,2.2411889596603,49,82,5,20,5,7,3
410,0.650931119555032,64,90,5,20,5,7,3
411,1.69426751592357,49,82,5,20,5,7,3
412,0.540944698744128,64,90,5,20,5,7,3
413,1.32484076433121,49,82,5,20,5,7,3
414,0.465603644856749,64,90,5,20,5,7,3
415,0.828025477707006,49,82,5,20,5,7,3
416,0.337799371991809,64,90,5,20,5,7,3
417,1.15923566878981,49,82,5,20,5,7,3
418,0.355651507505006,64,90,5,20,5,7,3
419,2.52924145917776,49,82,5,20,5,7,3
420,0.583855705446212,64,90,5,20,5,7,3
421,2.31847133757962,49,82,5,20,5,7,3
422,0.642283489198126,64,90,5,20,5,7,3
423,0.644019815994338,49,82,5,3,5,7,3
424,0.342705316023229,64,90,5,3,5,7,3
425,3.12101910828025,49,82,5,3,5,7,3
426,0.686382271689046,64,90,5,3,5,7,3
427,2.64968152866242,49,82,5,3,5,7,3
428,0.768598191189951,64,90,5,3,5,7,3
429,1.00467091295117,49,82,5,3,5,7,3
430,0.349484215158991,64,90,5,3,5,7,3
431,3.04299363057325,49,82,5,3,5,7,3
432,0.8236629468382,64,90,5,3,5,7,3
433,1.30414012738854,49,82,5,3,5,7,3
434,0.371630961400005,64,90,5,3,5,7,3
435,1.02285500187336,49,82,5,3,5,7,3
436,0.401003768372044,64,90,5,3,5,7,3
437,0.89171974522293,49,82,5,3,5,7,3
438,0.323925059464347,64,90,5,3,5,7,3
439,1.15923566878981,49,82,5,3,5,7,3
440,0.418777800535186,64,90,5,3,5,7,3
441,1.70021231422505,49,82,5,3,5,7,3
442,0.576559719642167,64,90,5,3,5,7,3
443,0.449840069787729,49,82,5,20,5,7,3
444,0.909374026782934,31,79,5,20,5,7,3
445,0.180905769453221,64,90,5,20,5,7,3
446,1.56029719946656,49,82,5,20,5,7,3
447,2.64384819424607,31,79,5,20,5,7,3
448,0.366906476462181,64,90,5,20,5,7,3
449,0.544659300184162,49,82,5,20,5,7,3
450,1.6198224852071,31,79,5,20,5,7,3
451,0.271459718957878,64,90,5,20,5,7,3
452,0.579617834394904,49,82,5,3,5,8,3
453,0.33408416751588,64,90,5,3,5,8,3
454,1.51592356687898,49,82,5,3,5,8,3
455,0.520251402387562,64,90,5,3,5,8,3
456,1.00467091295117,49,82,5,3,5,8,3
457,0.592456559300292,64,90,5,3,5,8,3
458,0.94187898089172,49,82,5,3,5,8,3
459,0.427940004418526,64,90,5,3,5,8,3
460,0.311233885819521,49,82,5,20,1,8,3
461,0.719921104536489,31,79,5,20,1,8,3
462,0.151246103072933,64,90,5,20,1,8,3
463,0.810907146676172,49,82,5,20,1,8,3
464,1.01021187249475,31,79,5,20,1,8,3
465,0.195562974771657,64,90,5,20,1,8,3
466,0.478821362799263,49,82,5,20,1,8,3
467,1.7483798253029,31,79,5,20,1,8,3
468,0.285261348817389,64,90,5,20,1,8,3
469,0.438305709023941,49,82,5,20,1,8,3
470,1.13526020330754,31,79,5,20,1,8,3
471,0.212789682668468,64,90,5,20,1,8,3
472,0.974102209944751,49,82,5,20,1,8,3
473,2.63221153846154,31,79,5,20,1,8,3
474,0.365977079348423,64,90,5,20,1,8,3
475,0.712246777163904,49,82,5,20,1,8,3
476,2.06977317554241,31,79,5,20,1,8,3
477,0.317200662489658,64,90,5,20,1,8,3
478,1.98726114649682,49,82,5,20,5,8,3
479,0.564848435465559,64,90,5,20,5,8,3
480,1.22742600224803,49,82,5,20,5,8,3
481,0.356551312364184,64,90,5,20,5,8,3
482,1.42675159235669,49,82,5,20,5,8,3
483,0.512356789889012,64,90,5,20,5,8,3
484,1.28803963198868,49,82,5,20,5,8,3
485,0.425582618515907,64,90,5,20,5,8,3
486,1.54564755838641,49,82,5,20,5,8,3
487,0.477303371476578,64,90,5,20,5,8,3
488,1.07643312101911,49,82,5,3,5,8,3
489,0.393383763867905,64,90,5,3,5,8,3
490,0.772823779193206,49,82,5,20,5,8,3
491,0.349484215158991,64,90,5,20,5,8,3
492,1.3765923566879,49,82,5,20,5,8,3
493,0.477934445016337,64,90,5,20,5,8,3
494,1.60509554140127,49,82,5,20,5,8,3
495,0.487295071583782,64,90,5,20,5,8,3
496,1.57324840764331,49,82,5,20,5,8,3
497,0.465603644856749,64,90,5,20,5,8,3
498,1.15923566878981,49,82,5,20,5,8,3
499,0.406261390217599,64,90,5,20,5,8,3
500,0.0772823779193206,49,82,5,20,6,9,3
501,0.307173104971681,64,90,5,20,6,9,3
502,0.362261146496815,49,82,5,20,6,9,3
503,0.263491267598059,64,90,5,20,6,9,3
504,12.7515923566879,49,82,5,20,6,9,3
505,1.37711394926385,64,90,5,20,6,9,3
506,0.124203821656051,49,82,5,20,6,9,3
507,0.291033095748938,64,90,5,20,6,9,3
508,1.15923566878981,49,82,5,20,6,9,3
509,0.582302273252622,64,90,5,20,6,9,3
510,0.0724522292993631,49,82,5,20,6,9,3
511,0.215057384542616,64,90,5,20,6,9,3
512,1.41684359518754,49,82,5,20,6,9,3
513,0.509899211947884,64,90,5,20,6,9,3
514,0.0442281349873674,64,90,5,5,6,9,9
515,0.551589142485187,64,90,5,24,6,9,9
516,3.32303370786517,49,82,5,43,6,9,9
517,0.823104045470902,64,90,5,43,6,9,9
518,4.43071161048689,49,82,5,43,6,9,9
519,0.763678548535007,64,90,5,43,6,9,9
520,1.02247191011236,49,82,5,19,6,9,9
521,0.527088609121584,64,90,5,19,6,9,9
522,0.25561797752809,49,82,5,19,6,9,9
523,0.445260073461307,64,90,5,19,6,9,9
524,0.51123595505618,49,82,5,19,6,9,9
525,0.400791996414118,64,90,5,19,6,9,9
526,1.02247191011236,49,82,5,19,6,9,9
527,0.475887105861728,64,90,5,19,6,9,9
528,0.408988764044944,49,82,5,19,6,9,9
529,0.409915368527947,64,90,5,19,6,9,9
530,1.02247191011236,49,82,5,19,6,9,9
531,0.527088609121584,64,90,5,19,6,9,9
532,0.681647940074906,49,82,5,19,6,9,9
533,0.46162513175052,64,90,5,19,6,9,9
534,2.04494382022472,49,82,5,19,6,9,9
535,0.595990386853495,64,90,5,19,6,9,9
536,0.51123595505618,49,82,5,19,6,9,9
537,0.527088609121584,64,90,5,19,6,9,9
538,0.51123595505618,49,82,5,19,6,9,9
539,0.620191574739271,64,90,5,19,6,9,9
540,0.51123595505618,49,82,5,19,6,9,9
541,0.693236200475633,64,90,5,19,6,9,9
542,1.02247191011236,49,82,5,19,6,9,9
543,0.664132576219378,64,90,5,19,6,9,9
544,0.25561797752809,49,82,5,19,6,9,9
545,0.461083253252847,64,90,5,19,6,9,9
546,0.0858895705521472,49,82,5,19,6,9,9
547,4.42924722336487,31,79,5,19,6,9,9
548,0.458727225180056,64,90,5,19,6,9,9
549,0.334969325153374,49,82,5,19,6,9,9
550,8.00267379679144,31,79,5,19,6,9,9
551,0.595133841949713,64,90,5,19,6,9,9
552,0.613483146067416,49,82,5,19,6,9,9
553,0.604343334501478,64,90,5,19,6,9,9
554,0.681647940074906,49,82,5,136,6,9,9
555,0.738222701259206,64,90,5,136,6,9,9
556,0.795255930087391,49,82,5,136,6,9,9
557,0.885896283327647,64,90,5,136,6,9,9
558,0.76685393258427,49,82,5,136,6,9,9
559,0.842642923220938,64,90,5,136,6,9,9
560,0.204494382022472,49,82,5,136,6,9,9
561,0.767911871528359,64,90,5,136,6,9,9
562,2.89700374531835,49,82,5,136,6,9,9
563,0.939069795112735,64,90,5,136,6,9,9
564,0.586733289147112,64,90,5,136,6,9,9
565,0.681647940074906,49,82,5,136,6,9,9
566,0.778889751776268,64,90,5,136,6,9,9
567,1.08637640449438,49,82,5,136,6,9,9
568,0.825459831297115,64,90,5,136,6,9,9
569,0.340823970037453,49,82,5,136,6,9,9
